# 📡 Master Directory - AI Search Index
To fetch full details, request the corresponding JSON file at: https://rink-git-cron.vercel.app/api/master_directory/{ID}.json

[id] Instruments | Institute: Institution Name | Location: District | Tags: tag
[inst_100831] UV-Visible visible spectrophotometer | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: analytical_chem, pharmaceuticals, food_safety, polymers
[inst_100832] Cryostat | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: microbiology, cell_culture, pharmaceuticals, diagnostics
[inst_100833] Fluorescent Microscopy | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: microbiology, cell_culture, diagnostics, genomics
[inst_100834] Soxhlet Apparatus | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: analytical_chem, food_safety, pharmaceuticals, green_chem
[inst_100835] Abbe Refractometer | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: food_safety, analytical_chem, pharmaceuticals, metrology
[inst_100836] Inverted / phase contrast Microscopy | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: cell_culture, microbiology, diagnostics, pharmaceuticals
[inst_100837] Muffle furnace | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: metallurgy, analytical_chem, geosciences
[inst_100838] Vacuum Oven | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: food_safety, pharmaceuticals, analytical_chem, microbiology
[inst_100839] 3 D-Bioprinter | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: cell_culture, medical_devices, additive_mfg, pharmaceuticals
[inst_100840] Water bath | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: food_safety, microbiology, pharmaceuticals, analytical_chem
[inst_100841] Orbital Shaking Incubator | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: food_safety, microbiology, cell_culture, pharmaceuticals
[inst_100842] Bacteriological Incubator | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: microbiology, food_safety, pharmaceuticals, cell_culture
[inst_100843] Gel Documentation System | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: genomics, microbiology, cell_culture, diagnostics
[inst_100844] PCR | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: genomics, microbiology, diagnostics, pharmaceuticals
[inst_100845] CTime PCR System | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: genomics, microbiology, diagnostics, pharmaceuticals
[inst_100846] Stereo Microscope | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: food_safety, microbiology, pharmaceuticals, textiles
[inst_100847] Vertical Electrophoresis System | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: genomics, microbiology, cell_culture, pharmaceuticals
[inst_100848] Inoculation Hood | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100849] Refrigerated Centrifuge | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100850] Gel Electrophoresis Apparatus | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: genomics, microbiology, diagnostics, analytical_chem
[inst_100851] Laminar air flow | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100852] Refrigerated Centrifuge | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100853] UV Spectrophotometer | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: pharmaceuticals, analytical_chem, food_safety, water_quality
[inst_100854] Analytical Balance | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: food_safety, analytical_chem, metrology, pharmaceuticals
[inst_100855] Bacteriological Incubator (5) | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: microbiology, food_safety, pharmaceuticals, cell_culture
[inst_100856] Serological Water Bath | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100857] Stomacher Circulator Lab Blender | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: food_safety, microbiology, pharmaceuticals
[inst_100858] Low Temperature Cabinet | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: food_safety, microbiology, pharmaceuticals, cell_culture
[inst_100859] Magnetic Stirrer | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: analytical_chem, food_safety, pharmaceuticals, water_quality
[inst_100860] BOD Incubator | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: microbiology, food_safety, pharmaceuticals, cell_culture
[inst_100861] Turbidity Meter | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: water_quality, analytical_chem, food_safety, metrology
[inst_100862] Rotary Evaporator | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: pharmaceuticals, analytical_chem, green_chem, water_quality
[inst_100863] Muffle Furnace | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: food_safety, analytical_chem, metallurgy, geosciences
[inst_100864] Moisture Analyser | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: food_safety, analytical_chem, metrology, crop_science
[inst_100865] High Speed Centrifgue | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: microbiology,cell_culture,genomics,pharmaceuticals
[inst_100866] FTIR | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: analytical_chem, polymers, surface_science, pharmaceuticals
[inst_100867] Ion Chromatography System | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: analytical_chem, water_quality, food_safety, pharmaceuticals
[inst_100868] UV-VIS Spectrophotometer | Institute: CEPCI Laboratory & Research Institute | Location: Kollam | Tags: analytical_chem, food_safety, water_quality, pharmaceuticals
[inst_100869] RINK
[85fc909ccb] Unknown Item | Institute: Cochin University of Science and Technology
[9f0c50dc41] Unknown Item | Institute: Kerala University
[398e0ffa7f] Unknown Item | Institute: Mahatma Gandhi University
[64f961d438] Unknown Item | Institute: ICAR-Central Institute of Fisheries Technology
[891d2fadb1] Unknown Item | Institute: Indian Institute of Technology Palakkad
[e120a55f47] Unknown Item | Institute: ICAR-Indian Institute of Spices Research
[8a56dfd14e] Unknown Item | Institute: Jawaharlal Nehru Tropical Botanical Garden...
[a115cb5a3c] Unknown Item | Institute: Institute of Advanced VIrology
[25ae3e660c] Unknown Item | Institute: Kerala Forest Research Institute (KSCSTE-KFRI)
[0bdf165b96] Unknown Item | Institute: Central Coir Research Institute
[e23857e40e] Unknown Item | Institute: National Institute of Technology Calicut (NITC)
[f87d48485f] Unknown Item | Institute: Centre for Water Resources Development...
[cad2d018d2] Unknown Item | Institute: ICAR -Central Tuber Crops ResearchInstitute...
[9e9021f018] Unknown Item | Institute: ICAR -Central Plantation Crops Research...
[4f9450b119] Unknown Item | Institute: ICAR-Central Marine Fisheries Research Institute
[84d8f4e201] Unknown Item | Institute: Rajiv Gandhi Centre, for Bio-Technology
[2846522af3] Unknown Item | Institute: Sree Chitra Tirunal Institute for Medical Sciences...
[d938a480e9] Unknown Item | Institute: University of Calicut
[313d342232] Unknown Item | Institute: Kerala Veterinary and Animal Sciences University
[8341e9d77f] Unknown Item | Institute: Indian Institute of Science Education and Research
[59e2de3ff6] Unknown Item | Institute: National Centre for Earth Science Studies
[7d4ee238ec] Unknown Item | Institute: Dr. Moopen's iNEST
[2b54de5a60] Unknown Item | Institute: CEPCI Laboratory & Research Institute
